0,idx
သင် ဟာ ငယ်ရွယ် တယ် ကျန်းမာ တယ် ဆို ရုံ နဲ့ ဒီ ကိုရိုနာ ဗိုင်းရပ်စ် က သင့် ဆီ မ ရောက် လာ နိုင် ဘူး လို့ မ ထင် ပါ နဲ့,idx_new_health_261
သင့် ကို သင် ကိုရိုနာ ဗိုင်းရပ်စ် ကူးစက် ခြင်း က နေ ကာကွယ် ဖို့ အရေးကြီးဆုံး လုပ် သင့် တာ က လက်ဆေး တာ ပါ ပဲ,idx_new_health_262
သင့် ကိုယ်ခံအား မ ကောင်း ရင် ကိုရိုနာ ဗိုင်းရပ်စ် ကူးစက် ခံ ရ နိုင်ခြေ ပို များ ပါ တယ်,idx_new_health_263
သင့် အခန်း ထဲ ရှိ လက် နဲ့ ကိုင်တွယ်မှု များ သော ပစ္စည်း များ ကို အရက် ပြန် ဖြင့် ဆေးကြော ပါ,idx_new_health_264
သတိ ပေး ချက် တွေ ကို လိုက်နာ ပါ,idx_new_health_265
သဘာဝ အတိုင်း ကိုယ်ခံအား တက် စေ တဲ့ အစားအစာ များ ဖြစ် တဲ့ ကြက်သွန်ဖြူ ချင်း နနွင်း နံနံပင် အရိုး စွပ်ပြုတ် များ ကို နေ့စဉ် ချက်ပြုတ် စားသောက် ပါ,idx_new_health_266
သုတ် ပစ် လိုက် တာ မျိုး မ လုပ် ပါ နဲ့,idx_new_health_267
သူ က ရေ နဲ့ ဆပ်ပြာ လောက် တော့ ပိုးမွှား တွေ ကို မ သေ စေ ပါ ဘူး,idx_new_health_268
သူများ နဲ့ ခြောက် ပေ အကွာ မှာ မ နေ နိုင် ရင် နှာခေါင်းစည်း တပ် ထား ဖို့ လို ပါ တယ်,idx_new_health_269
သူ့ ဘာသာ ခြောက် အောင် ထား ပါ,idx_new_health_270
ဟင်းသီးဟင်းရွက် နဲ့ သစ်သီး များများ စား ပေး ပါ,idx_new_health_271
အခြား သူ များ နှင့် ပန်းကန် ဇွန်း ခွက် မျက်နှာသုတ် ပဝါ အိပ်ရာခင်း တို့ မျှဝေ သုံးစွဲ ခြင်း မ ပြု သင့် ပါ,idx_new_health_272
အခြား သူ များ နှင့် အနည်းဆုံး ခြောက် ပေ အကွာ တွင် နေ ပါ,idx_new_health_273
အစာ မ စား ခင်စား ပြီး အိမ်သာ တက် ပြီး တိုင်း အပြင် က ပြန်လာ တိုင်း နှာချေ ချောင်းဆိုး ပြီး တိုင်း လက်ဆေး ပါ,idx_new_health_274
အစားအသောက် က နေ တစ်ဆင့် ကိုရိုနာ ဗိုင်းရပ်စ် ကူး တယ် ဆို တဲ့ အထောက်အထား တော့ မ တွေ့ ရှိ သေး ပါ ဘူး,idx_new_health_275
အဆုတ် သို့ လေ လမ်းကြောင်း က နေ ထုတ် လိုက် တဲ့ အရာ ဆို တာ ချွဲ သလိပ် တွေ ပါ ပဲ,idx_new_health_276
အထူးသဖြင့် အခု လို ကပ်ရောဂါ အသွင် ဖြစ် နေ ချိန် မှာ ဆေးလိပ် သောက် သူ တွေ အတွက် အန္တရာယ် ပို များ ပါ တယ်,idx_new_health_277
အနည်းဆုံး စက္ကန့် နှစ်ဆယ် သုံးဆယ် ကြာ အောင် ဆေး ပါ,idx_new_health_278
အနည်းဆုံး သုံး ပေ ခွာ ပါ,idx_new_health_279
အနီး တွင် မက်စ် မ တပ် ထား သော သူ များ ရှိ ပါ က ဝေးဝေး နေ ပါ,idx_new_health_280
အပြင် က ပါ လာ တဲ့ ပစ္စည်း တွေ ကို အိမ် ထဲ တန်း မ ထည့် ပါ နဲ့,idx_new_health_281
အပြင် က ပြန်လာ ရင် လက်ဆေး ပါ,idx_new_health_282
အပြင် ထွက် တိုင်း မက်စ် တပ် ပါ,idx_new_health_283
အပြင် မ ထွက် ကြ ပါ နဲ့,idx_new_health_284
အပြင် မှာ အလုပ် မှာ နှာခေါင်းစည်းတပ် ပါ,idx_new_health_285
အပြင် သွား တိုင်း နှာခေါင်းစည်း အပို လက်သန့် ဆေးရည် တစ်သျှူး စ တာ တွေ ဆောင် ထား ပါ,idx_new_health_286
အလုပ် မှာ လေထု ညစ်ညမ်းမှု တွေ ရှိ ရင် မက်စ် တပ် ပါ,idx_new_health_287
အဝတ် တွေ မှာ ဗိုင်းရပ်စ် ပိုး ဟာ တော်တော် ကြာ ကြာ နေ နိုင် ပါ တယ်,idx_new_health_288
အဝတ် နှာခေါင်းစည်း ဟာ ခွဲခန်း သုံး နှာခေါင်းစည်း လို ကာကွယ်မှု မ ပေး နိုင် ပေမယ့် ဘာ မှ မ တပ် ထား တာ ထက် စာ ရင် တော် ပါ သေး တယ်,idx_new_health_289
အဝတ် မက်စ် ကို တော့ သုံး ပြီး ရင် ပြန် ပြန် လျှော် ပေး ဖို့ လိုအပ် ပါ တယ်,idx_new_health_290
အဝတ် မက်စ် ရိုးရိုး မက်စ် တွေ တပ် လို့ ရ ပါ တယ်,idx_new_health_291
အဝတ်လျှော် ပြီး ရင် လက် ကို ဆပ်ပြာ နဲ့ သေချာ ပြန် ဆေး ပါ,idx_new_health_292
အဝတ်အစား လဲ ပြီး အပြင် ကို ဝတ် သွား တဲ့ အဝတ် တွေ ကို လျှော် ဖွပ် သန့်စင် ပါ,idx_new_health_293
အသား ငါး နဲ့ ကစီဓာတ် များများ စားသုံး ပါ,idx_new_health_294
အသား ငါး ဟင်းသီးဟင်းရွက် များ ကို မ ချက်ပြုတ် ခင် မှာ ရေ စင်စင် ဆေး ပါ,idx_new_health_295
အသား ငါး အစိမ်း များ နှင့် ချက်ပြုတ် ပြီး အသား ငါး များ ကို ရော ထား ခြင်း ကို ရှောင်ကြဉ် ပါ,idx_new_health_296
အသားကင် များ စတိခ် များ လုပ် ရာတွင် လည်း အသားကျက် အောင် ဂရုပြု ပါ,idx_new_health_297
အသားစိမ်း ငါးစိမ်း များ ကို မ ကိုင်တွယ် မီ နဲ့ ကိုင်တွယ် ပြီး မှာ လက်သေချာ ဆေး ပါ,idx_new_health_298
အသားဟင်း များ ချက် ရာ တွင် သေချာ ကျက်အောင် ချက်ပြုတ် ပါ,idx_new_health_299
အသုံးပြု ပြီး တစ်သျှူး ကို ချက်ချင်း ပစ် ပါ,idx_new_health_300
အသုံးပြု ပြီး ရင် လည်း ပစ္စည်း အစိတ်အပိုင်း တိုင်း ကို ပြန်လည် ဆေးကြော ပေး ပါ,idx_new_health_301
အိပ်ရေး ၀၀ အိပ်စက် ပါ,idx_new_health_302
အိမ် ကို လေဝင် လေထွက် ကောင်း အောင် ထား ပါ ပြတင်းပေါက် တွေ ဖွင့် ထား ပါ,idx_new_health_303
အိမ် ကို သန့်သန့် ရှင်းရှင်း ထား ပါ,idx_new_health_304
အိမ် ပြင် ထွက် ရ သည့် အခါ တိုင်း မက်စ် တပ် ပါ,idx_new_health_305
အိမ် မှာ ထိတွေ့ ကိုင်တွယ်မှု များ တဲ့ နေရာ တွေ ကို သန့်ရှင်း ပါ ပိုးသတ် ပါ,idx_new_health_306
အိမ် မှာ နေ စဉ် လည်း အနီးအနား တွင် မိသားစု ဝင် များ ရှိ ပါ က နှာခေါင်းစည်း တပ် ပါ,idx_new_health_307
အိမ် ရှိ စားပွဲ မီးဖိုချောင် ရေချိုးခန်း အိမ်သာ ရေခဲသေတ္တာ စသည် တို့ အား သင် အသုံးပြု ပြီး တိုင်း ပိုးသတ် ဆေးရည် ဖြင့် ဖျန်း ပါ,idx_new_health_308
အိမ် ရှိ မိသားစု ဝင် များ ကို လည်း နှာခေါင်းစည်း တပ်ဆင် ခိုင်း ခြင်း လက် ကို မကြာခဏ ဆေးကြော ခြင်း တို့ မဖြစ် မ နေ ပြုလုပ် ပါ,idx_new_health_309
အိမ် အလည် သွား တာ အပြင် ထွက် တာ တွေ ရှောင် ပါ,idx_new_health_310
အဲ့လို ဖြစ် လာ ရင် ကာကွယ်ဆေး ထိုး ဖို့ မ သင့် တော် တဲ့ သူ တွေ အနေ နဲ့ ရောဂါ ကူးစက် မှာ ကို စိတ်ပူ စရာ မ လို ပါ ဘူး,idx_new_health_311
ဥပမာ ပြော ရ ရင် အစာအိမ် အနာ ရှိ နေ ရင် အိုင်ဘီယူပရိုဖန်း မ သောက် သင့် ပါ ဘူး,idx_new_health_312
၀က်တစ်သျှူး လို အရာ တွေ က တော့ လက် ကို သုတ် မယ့် အစား ပစ္စည်း တွေ ကို သန့်ရှင်းရေး လုပ် ဖို့ လောက် ပဲ သင့်တော် ပါ တယ် တဲ့,idx_new_health_313
ကိုရိုနာ ဗိုင်းရပ်စ် ကူးစက် ခံ ရ သော ကလေး များ တွင် အူလမ်းကြောင်း ဆိုင်ရာ ဝေဒနာ များ မျက်စိ နဲ့ နှလုံး ရောဂါ သွေးကြော နံရံ များ ရောင်ရမ်း ခြင်း နဲ့ သွေးဆိပ် တက် ရော,idx_new_health_314
ချက်ချင်း လျှော် ပါ,idx_new_health_315
သေချာ အခြောက်ခံ ပါ,idx_new_health_316
အဝတ် တွေ ကို ခါ တာ မျိုး မ လုပ် ပါ နဲ့ ပိုး တွေ ပြန့် သွား နိုင် လို့ ပါ,idx_new_health_317
